countyName , lat , lon , speed , total
Pottawattamie County , 41.3543213 , -95.9005039 , 72 , 96
Pottawattamie County , 41.3543213 , -95.9005039 , 73 , 50
Pottawattamie County , 41.3543213 , -95.9005039 , 74 , 63
Pottawattamie County , 41.3543213 , -95.9005039 , 75 , 100
Pottawattamie County , 41.3543909 , -95.9005352 , 71 , 83
Pottawattamie County , 41.3543909 , -95.9005352 , 72 , 149
Pottawattamie County , 41.3543909 , -95.9005352 , 73 , 76
Pottawattamie County , 41.3543909 , -95.9005352 , 74 , 13
Pottawattamie County , 41.3543909 , -95.9005352 , 75 , 114
Pottawattamie County , 41.354671 , -95.900108 , 71 , 4
Pottawattamie County , 41.354742 , -95.900427 , 71 , 31
Pottawattamie County , 41.354742 , -95.900427 , 72 , 42
Pottawattamie County , 41.354742 , -95.900427 , 73 , 26
Pottawattamie County , 41.354742 , -95.900427 , 74 , 35
Pottawattamie County , 41.354742 , -95.900427 , 75 , 10
Pottawattamie County , 41.359819 , -95.900967 , 71 , 83
Pottawattamie County , 41.359819 , -95.900967 , 72 , 99
Pottawattamie County , 41.359819 , -95.900967 , 73 , 28
Pottawattamie County , 41.359819 , -95.900967 , 74 , 20
Pottawattamie County , 41.359819 , -95.900967 , 75 , 3
Pottawattamie County , 41.359924 , -95.901223 , 71 , 129
Pottawattamie County , 41.359924 , -95.901223 , 72 , 109
Pottawattamie County , 41.359924 , -95.901223 , 73 , 64
Pottawattamie County , 41.359924 , -95.901223 , 74 , 12
Pottawattamie County , 41.359924 , -95.901223 , 75 , 133
Pottawattamie County , 41.38424938 , -95.89969183 , 71 , 121
Pottawattamie County , 41.38424938 , -95.89969183 , 72 , 128
Pottawattamie County , 41.38424938 , -95.89969183 , 73 , 77
Pottawattamie County , 41.38424938 , -95.89969183 , 74 , 64
Pottawattamie County , 41.38424938 , -95.89969183 , 75 , 71
Pottawattamie County , 41.49870546 , -95.70897896 , 71 , 61
Pottawattamie County , 41.49870546 , -95.70897896 , 72 , 80
Pottawattamie County , 41.49870546 , -95.70897896 , 73 , 14
Pottawattamie County , 41.49870546 , -95.70897896 , 74 , 28
Pottawattamie County , 41.49870546 , -95.70897896 , 75 , 14
Pottawattamie County , 41.49921632 , -95.4783553 , 71 , 87
Pottawattamie County , 41.49921632 , -95.4783553 , 72 , 63
Pottawattamie County , 41.49921632 , -95.4783553 , 73 , 41
Pottawattamie County , 41.49921632 , -95.4783553 , 74 , 35
Pottawattamie County , 41.49921632 , -95.4783553 , 75 , 19
Scott County , 41.487608 , -90.643289 , 71 , 17
Scott County , 41.487608 , -90.643289 , 73 , 7
Scott County , 41.487608 , -90.643289 , 75 , 8
Scott County , 41.48882 , -90.645351 , 71 , 256
Scott County , 41.48882 , -90.645351 , 72 , 141
Scott County , 41.48882 , -90.645351 , 73 , 53
Scott County , 41.48882 , -90.645351 , 74 , 28
Scott County , 41.48882 , -90.645351 , 75 , 4
Scott County , 41.535062 , -90.516139 , 71 , 42
Scott County , 41.535062 , -90.516139 , 73 , 2
Scott County , 41.535062 , -90.516139 , 74 , 27
Scott County , 41.535062 , -90.516139 , 75 , 8
Scott County , 41.535507 , -90.516579 , 72 , 12
Scott County , 41.535507 , -90.516579 , 74 , 5
Scott County , 41.537348 , -90.516814 , 71 , 6
Scott County , 41.537348 , -90.516814 , 72 , 8
Scott County , 41.537348 , -90.516814 , 73 , 23
Scott County , 41.537348 , -90.516814 , 74 , 4
Scott County , 41.537348 , -90.516814 , 75 , 23
Scott County , 41.537348 , -90.516814 , 76 , 8
Scott County , 41.537384 , -90.517115 , 71 , 1
Scott County , 41.537384 , -90.517115 , 72 , 1
Scott County , 41.537384 , -90.517115 , 73 , 5
Scott County , 41.537384 , -90.517115 , 74 , 16
Scott County , 41.54382 , -90.518381 , 71 , 38
Scott County , 41.54382 , -90.518381 , 72 , 12
Scott County , 41.54382 , -90.518381 , 73 , 19
Scott County , 41.54382 , -90.518381 , 74 , 7
Scott County , 41.550026 , -90.521429 , 71 , 4
Scott County , 41.550026 , -90.521429 , 72 , 32
Scott County , 41.550026 , -90.521429 , 73 , 4
Scott County , 41.550026 , -90.521429 , 74 , 31
Scott County , 41.550026 , -90.521429 , 75 , 6
Scott County , 41.554494 , -90.522113 , 71 , 32
Scott County , 41.554494 , -90.522113 , 72 , 1
Scott County , 41.559632 , -90.522232 , 71 , 26
Scott County , 41.559632 , -90.522232 , 72 , 25
Scott County , 41.559632 , -90.522232 , 73 , 23
Scott County , 41.559632 , -90.522232 , 74 , 92
Scott County , 41.560811 , -90.522559 , 71 , 42
Scott County , 41.560811 , -90.522559 , 72 , 12
Scott County , 41.569786 , -90.522137 , 71 , 34
Scott County , 41.569786 , -90.522137 , 72 , 38
Scott County , 41.569786 , -90.522137 , 74 , 8
Scott County , 41.569786 , -90.522137 , 75 , 2
Scott County , 41.570355 , -90.522413 , 71 , 9
Scott County , 41.570355 , -90.522413 , 73 , 5
Scott County , 41.570355 , -90.522413 , 74 , 19
Scott County , 41.5744396 , -90.5220681 , 71 , 34
Scott County , 41.5744396 , -90.5220681 , 72 , 80
Scott County , 41.5744396 , -90.5220681 , 73 , 20
Scott County , 41.5744396 , -90.5220681 , 74 , 2
Scott County , 41.5744396 , -90.5220681 , 75 , 8
Scott County , 41.5749797 , -90.522326 , 71 , 48
Scott County , 41.5749797 , -90.522326 , 72 , 39
Scott County , 41.5749797 , -90.522326 , 74 , 31
Scott County , 41.579308 , -90.521964 , 71 , 5
Scott County , 41.579308 , -90.521964 , 72 , 6
Scott County , 41.579308 , -90.521964 , 73 , 24
Scott County , 41.579308 , -90.521964 , 75 , 2
Scott County , 41.5954193 , -90.5702123 , 71 , 4
Scott County , 41.5954193 , -90.5702123 , 73 , 13
Scott County , 41.5954193 , -90.5702123 , 75 , 27
Scott County , 41.595652 , -90.570476 , 73 , 7
Scott County , 41.596243 , -90.57117 , 71 , 28
Scott County , 41.596243 , -90.57117 , 72 , 18
Scott County , 41.596243 , -90.57117 , 73 , 8
Scott County , 41.596243 , -90.57117 , 74 , 8
Scott County , 41.596243 , -90.57117 , 75 , 13
Scott County , 41.5965028 , -90.5711924 , 71 , 59
Scott County , 41.5965028 , -90.5711924 , 72 , 15
Scott County , 41.5965028 , -90.5711924 , 73 , 7
Scott County , 41.5965028 , -90.5711924 , 75 , 22
Scott County , 41.596927 , -90.570021 , 72 , 2
Scott County , 41.596927 , -90.570021 , 74 , 7
Scott County , 41.596927 , -90.570021 , 75 , 2
Scott County , 41.597099 , -90.57655 , 71 , 10
Scott County , 41.597099 , -90.57655 , 72 , 10
Scott County , 41.597099 , -90.57655 , 73 , 1
Scott County , 41.597099 , -90.57655 , 74 , 25
Scott County , 41.597099 , -90.57655 , 75 , 4
Scott County , 41.597369 , -90.57673 , 71 , 21
Scott County , 41.597369 , -90.57673 , 72 , 12
Scott County , 41.597369 , -90.57673 , 73 , 29
Scott County , 41.597369 , -90.57673 , 74 , 6
Scott County , 41.599752 , -90.612175 , 71 , 34
Scott County , 41.599752 , -90.612175 , 72 , 22
Scott County , 41.599752 , -90.612175 , 73 , 11
Scott County , 41.599752 , -90.612175 , 74 , 17
Scott County , 41.599752 , -90.612175 , 75 , 7
Scott County , 41.600013 , -90.614006 , 71 , 61
Scott County , 41.600013 , -90.614006 , 72 , 20
Scott County , 41.600013 , -90.614006 , 73 , 5
Scott County , 41.600013 , -90.614006 , 74 , 3
Scott County , 41.603583 , -90.6837915 , 71 , 50
Scott County , 41.603583 , -90.6837915 , 72 , 70
Scott County , 41.603583 , -90.6837915 , 73 , 11
Scott County , 41.603583 , -90.6837915 , 74 , 11
Scott County , 41.603583 , -90.6837915 , 75 , 26
Scott County , 41.6038451 , -90.6859542 , 71 , 38
Scott County , 41.6038451 , -90.6859542 , 72 , 33
Scott County , 41.6038451 , -90.6859542 , 73 , 18
Scott County , 41.6038451 , -90.6859542 , 74 , 2
Scott County , 41.60507314 , -90.72722907 , 71 , 29
Scott County , 41.60507314 , -90.72722907 , 72 , 52
Scott County , 41.60507314 , -90.72722907 , 73 , 20
Scott County , 41.60507314 , -90.72722907 , 74 , 22
Scott County , 41.60507314 , -90.72722907 , 75 , 2
Scott County , 41.74637862 , -90.568666 , 71 , 21
Scott County , 41.74637862 , -90.568666 , 72 , 17
Scott County , 41.74637862 , -90.568666 , 73 , 14
Scott County , 41.74637862 , -90.568666 , 74 , 16
Scott County , 41.74637862 , -90.568666 , 75 , 7
Story County , 41.873235 , -93.571107 , 71 , 196
Story County , 41.873235 , -93.571107 , 72 , 133
Story County , 41.873235 , -93.571107 , 73 , 85
Story County , 41.873235 , -93.571107 , 74 , 43
Story County , 41.873235 , -93.571107 , 75 , 76
Story County , 41.873513 , -93.571394 , 71 , 321
Story County , 41.873513 , -93.571394 , 72 , 132
Story County , 41.873513 , -93.571394 , 73 , 108
Story County , 41.873513 , -93.571394 , 74 , 50
Story County , 41.873513 , -93.571394 , 75 , 80
Story County , 41.895399 , -93.57123342 , 71 , 152
Story County , 41.895399 , -93.57123342 , 72 , 117
Story County , 41.895399 , -93.57123342 , 73 , 70
Story County , 41.895399 , -93.57123342 , 74 , 33
Story County , 41.895399 , -93.57123342 , 75 , 30
Story County , 41.897285 , -93.570964 , 71 , 238
Story County , 41.897285 , -93.570964 , 72 , 134
Story County , 41.897285 , -93.570964 , 73 , 74
Story County , 41.897285 , -93.570964 , 74 , 64
Story County , 41.897285 , -93.570964 , 75 , 22
Story County , 41.91054261 , -93.57072566 , 71 , 184
Story County , 41.91054261 , -93.57072566 , 72 , 85
Story County , 41.91054261 , -93.57072566 , 73 , 49
Story County , 41.91054261 , -93.57072566 , 74 , 19
Story County , 41.91054261 , -93.57072566 , 75 , 7
Story County , 41.91245445 , -93.57036668 , 71 , 196
Story County , 41.91245445 , -93.57036668 , 72 , 156
Story County , 41.91245445 , -93.57036668 , 73 , 70
Story County , 41.91245445 , -93.57036668 , 74 , 54
Story County , 41.91245445 , -93.57036668 , 75 , 28
Story County , 41.9407552 , -93.56991091 , 71 , 139
Story County , 41.9407552 , -93.56991091 , 72 , 123
Story County , 41.9407552 , -93.56991091 , 73 , 65
Story County , 41.9407552 , -93.56991091 , 74 , 40
Story County , 41.9407552 , -93.56991091 , 75 , 15
Story County , 41.943092 , -93.56963152 , 71 , 152
Story County , 41.943092 , -93.56963152 , 72 , 196
Story County , 41.943092 , -93.56963152 , 73 , 207
Story County , 41.943092 , -93.56963152 , 74 , 67
Story County , 41.943092 , -93.56963152 , 75 , 90
Story County , 41.971715 , -93.570472 , 71 , 107
Story County , 41.971715 , -93.570472 , 72 , 81
Story County , 41.971715 , -93.570472 , 73 , 52
Story County , 41.971715 , -93.570472 , 74 , 33
Story County , 41.971715 , -93.570472 , 75 , 32
Story County , 41.97399057 , -93.57027559 , 71 , 160
Story County , 41.97399057 , -93.57027559 , 72 , 114
Story County , 41.97399057 , -93.57027559 , 73 , 98
Story County , 41.97399057 , -93.57027559 , 74 , 60
Story County , 41.97399057 , -93.57027559 , 75 , 4
Story County , 42.002862 , -93.570946 , 71 , 37
Story County , 42.002862 , -93.570946 , 72 , 58
Story County , 42.002862 , -93.570946 , 73 , 17
Story County , 42.002862 , -93.570946 , 74 , 6
Story County , 42.002862 , -93.570946 , 75 , 16
Story County , 42.003055 , -93.644838 , 71 , 18
Story County , 42.003055 , -93.644838 , 72 , 26
Story County , 42.003055 , -93.644838 , 73 , 4
Story County , 42.003055 , -93.644838 , 74 , 3
Story County , 42.003055 , -93.644838 , 75 , 7
Story County , 42.003078 , -93.571226 , 71 , 110
Story County , 42.003078 , -93.571226 , 72 , 62
Story County , 42.003078 , -93.571226 , 73 , 23
Story County , 42.003078 , -93.571226 , 74 , 36
Story County , 42.003078 , -93.571226 , 75 , 19
Story County , 42.003164 , -93.633819 , 71 , 29
Story County , 42.003164 , -93.633819 , 72 , 25
Story County , 42.003164 , -93.633819 , 74 , 6
Story County , 42.003164 , -93.633819 , 75 , 8
Story County , 42.00338 , -93.633746 , 71 , 19
Story County , 42.00338 , -93.633746 , 72 , 3
Story County , 42.00338 , -93.633746 , 73 , 22
Story County , 42.00338 , -93.633746 , 75 , 8
Story County , 42.003533 , -93.645626 , 71 , 27
Story County , 42.003533 , -93.645626 , 72 , 6
Story County , 42.003533 , -93.645626 , 73 , 12
Story County , 42.004323 , -93.617556 , 71 , 72
Story County , 42.004323 , -93.617556 , 72 , 16
Story County , 42.004323 , -93.617556 , 73 , 19
Story County , 42.004323 , -93.617556 , 75 , 1
Story County , 42.004692 , -93.615216 , 71 , 30
Story County , 42.004692 , -93.615216 , 72 , 16
Story County , 42.004692 , -93.615216 , 73 , 3
Story County , 42.004792 , -93.610689 , 71 , 32
Story County , 42.004792 , -93.610689 , 72 , 5
Story County , 42.004792 , -93.610689 , 73 , 4
Story County , 42.004792 , -93.610689 , 75 , 6
Story County , 42.005192 , -93.605118 , 71 , 26
Story County , 42.005192 , -93.605118 , 72 , 6
Story County , 42.005192 , -93.605118 , 73 , 4
Story County , 42.005192 , -93.605118 , 74 , 6
Story County , 42.005192 , -93.605118 , 75 , 2
Story County , 42.005497 , -93.603714 , 71 , 5
Story County , 42.00676166 , -93.65800599 , 71 , 20
Story County , 42.00676166 , -93.65800599 , 72 , 22
Story County , 42.00676166 , -93.65800599 , 73 , 13
Story County , 42.00676166 , -93.65800599 , 74 , 3
Story County , 42.00676166 , -93.65800599 , 75 , 18
Story County , 42.006867 , -93.581227 , 71 , 17
Story County , 42.006867 , -93.581227 , 72 , 15
Story County , 42.006867 , -93.581227 , 75 , 15
Story County , 42.007123 , -93.577685 , 71 , 9
Story County , 42.007123 , -93.577685 , 72 , 17
Story County , 42.0071481 , -93.5805584 , 71 , 1
Story County , 42.007174 , -93.571279 , 71 , 54
Story County , 42.007174 , -93.571279 , 72 , 56
Story County , 42.007174 , -93.571279 , 73 , 61
Story County , 42.007174 , -93.571279 , 74 , 8
Story County , 42.007174 , -93.571279 , 75 , 20
Story County , 42.0072075 , -93.6735261 , 71 , 9
Story County , 42.0072075 , -93.6735261 , 72 , 12
Story County , 42.0072075 , -93.6735261 , 74 , 4
Story County , 42.0072075 , -93.6735261 , 75 , 4
Story County , 42.007383 , -93.571004 , 71 , 35
Story County , 42.007383 , -93.571004 , 72 , 110
Story County , 42.007383 , -93.571004 , 73 , 25
Story County , 42.007383 , -93.571004 , 74 , 20
Story County , 42.007383 , -93.571004 , 75 , 17
Story County , 42.0074009 , -93.5771415 , 72 , 1
Story County , 42.007523 , -93.57199 , 71 , 21
Story County , 42.007523 , -93.57199 , 72 , 11
Story County , 42.007628 , -93.570761 , 71 , 24
Story County , 42.007628 , -93.570761 , 72 , 11
Story County , 42.007758 , -93.57159 , 72 , 2
Story County , 42.007758 , -93.57159 , 74 , 1
Story County , 42.007874 , -93.570178 , 74 , 3
Story County , 42.007899 , -93.434385 , 71 , 26
Story County , 42.007899 , -93.434385 , 73 , 1
Story County , 42.007981 , -93.56531 , 71 , 4
Story County , 42.007981 , -93.56531 , 72 , 13
Story County , 42.008095 , -93.434633 , 71 , 11
Story County , 42.008169 , -93.678289 , 71 , 14
Story County , 42.008169 , -93.678289 , 72 , 28
Story County , 42.008169 , -93.678289 , 73 , 16
Story County , 42.008169 , -93.678289 , 74 , 1
Story County , 42.008169 , -93.678289 , 75 , 7
Story County , 42.008253 , -93.564534 , 71 , 11
Story County , 42.008253 , -93.564534 , 72 , 8
Story County , 42.008281 , -93.571303 , 71 , 37
Story County , 42.008281 , -93.571303 , 72 , 69
Story County , 42.008281 , -93.571303 , 73 , 14
Story County , 42.008281 , -93.571303 , 74 , 14
Story County , 42.008281 , -93.571303 , 75 , 16
Story County , 42.008284 , -93.571016 , 71 , 75
Story County , 42.008284 , -93.571016 , 72 , 31
Story County , 42.008284 , -93.571016 , 73 , 6
Story County , 42.008284 , -93.571016 , 75 , 16
Story County , 42.008689 , -93.504542 , 71 , 1
Story County , 42.008689 , -93.504542 , 72 , 14
Story County , 42.008689 , -93.504542 , 73 , 7
Story County , 42.008689 , -93.504542 , 75 , 8
Story County , 42.008742 , -93.544155 , 71 , 18
Story County , 42.008742 , -93.544155 , 72 , 4
Story County , 42.008742 , -93.544155 , 73 , 15
Story County , 42.008742 , -93.544155 , 74 , 4
Story County , 42.008742 , -93.544155 , 75 , 8
Story County , 42.029612 , -93.570843 , 71 , 94
Story County , 42.029612 , -93.570843 , 72 , 62
Story County , 42.029612 , -93.570843 , 73 , 26
Story County , 42.029612 , -93.570843 , 74 , 10
Story County , 42.029612 , -93.570843 , 75 , 11
Story County , 42.030532 , -93.571013 , 71 , 103
Story County , 42.030532 , -93.571013 , 72 , 64
Story County , 42.030532 , -93.571013 , 73 , 8
Story County , 42.030532 , -93.571013 , 74 , 5
Story County , 42.030532 , -93.571013 , 75 , 7
Story County , 42.0399706 , -93.5700351 , 71 , 79
Story County , 42.0399706 , -93.5700351 , 72 , 29
Story County , 42.0399706 , -93.5700351 , 73 , 26
Story County , 42.0399706 , -93.5700351 , 74 , 3
Story County , 42.0399706 , -93.5700351 , 75 , 7
Story County , 42.073694 , -93.567605 , 71 , 216
Story County , 42.073694 , -93.567605 , 72 , 100
Story County , 42.073694 , -93.567605 , 73 , 74
Story County , 42.073694 , -93.567605 , 74 , 35
Story County , 42.073694 , -93.567605 , 75 , 33
Story County , 42.073806 , -93.567304 , 71 , 87
Story County , 42.073806 , -93.567304 , 72 , 107
Story County , 42.073806 , -93.567304 , 73 , 125
Story County , 42.073806 , -93.567304 , 74 , 42
Story County , 42.073806 , -93.567304 , 75 , 65
Wapello County , 40.9948805 , -92.210717 , 71 , 11
Wapello County , 40.9948805 , -92.210717 , 72 , 7
Wapello County , 40.9948805 , -92.210717 , 73 , 1
Warren County , 41.31123 , -93.778386 , 71 , 8
Warren County , 41.31123 , -93.778386 , 72 , 17
Warren County , 41.31123 , -93.778386 , 73 , 7
Warren County , 41.31123 , -93.778386 , 75 , 5
Warren County , 41.314318 , -93.77874 , 71 , 71
Warren County , 41.314318 , -93.77874 , 72 , 17
Warren County , 41.314318 , -93.77874 , 73 , 15
Warren County , 41.314318 , -93.77874 , 74 , 11
Warren County , 41.314318 , -93.77874 , 75 , 6
Warren County , 41.4981109 , -93.6164076 , 71 , 16
Warren County , 41.4981109 , -93.6164076 , 72 , 1
Warren County , 41.4981109 , -93.6164076 , 73 , 14
Warren County , 41.4981109 , -93.6164076 , 74 , 20
Warren County , 41.4981109 , -93.6164076 , 75 , 2
Warren County , 41.4984011 , -93.6171278 , 71 , 47
Warren County , 41.4984011 , -93.6171278 , 72 , 10
Warren County , 41.4984011 , -93.6171278 , 73 , 19
Warren County , 41.4984011 , -93.6171278 , 74 , 9
Warren County , 41.506127 , -93.57097 , 71 , 47
Warren County , 41.506127 , -93.57097 , 72 , 26
Warren County , 41.506127 , -93.57097 , 75 , 9
Warren County , 41.5062552 , -93.5719782 , 71 , 22
Warren County , 41.5062552 , -93.5719782 , 72 , 19
Warren County , 41.5062552 , -93.5719782 , 73 , 29
Warren County , 41.5062552 , -93.5719782 , 75 , 5
Warren County , 41.507968 , -93.564024 , 71 , 20
Warren County , 41.507968 , -93.564024 , 72 , 2
Warren County , 41.507968 , -93.564024 , 73 , 2
Warren County , 41.507968 , -93.564024 , 74 , 2
Warren County , 41.508158 , -93.564339 , 71 , 29
Warren County , 41.508158 , -93.564339 , 72 , 14
Warren County , 41.508158 , -93.564339 , 73 , 12
Warren County , 41.508158 , -93.564339 , 74 , 2
Warren County , 41.508158 , -93.564339 , 75 , 11
Warren County , 41.510882 , -93.652307 , 71 , 1
Warren County , 41.510882 , -93.652307 , 72 , 6
Warren County , 41.510882 , -93.652307 , 73 , 12
Warren County , 41.510882 , -93.652307 , 75 , 13
Warren County , 41.510896 , -93.651634 , 71 , 26
Warren County , 41.510896 , -93.651634 , 72 , 44
Warren County , 41.510896 , -93.651634 , 73 , 17
Warren County , 41.510896 , -93.651634 , 74 , 21
Warren County , 41.510896 , -93.651634 , 75 , 8
Woodbury County , 42.395932 , -96.366565 , 71 , 26
Woodbury County , 42.395932 , -96.366565 , 72 , 23
Woodbury County , 42.395932 , -96.366565 , 73 , 3
Woodbury County , 42.395932 , -96.366565 , 74 , 7
Woodbury County , 42.395932 , -96.366565 , 75 , 13
Woodbury County , 42.396239 , -96.366828 , 71 , 79
Woodbury County , 42.396239 , -96.366828 , 72 , 34
Woodbury County , 42.396239 , -96.366828 , 73 , 25
Woodbury County , 42.396239 , -96.366828 , 74 , 10
Woodbury County , 42.396239 , -96.366828 , 75 , 4
Woodbury County , 42.40418 , -96.366582 , 71 , 3
Woodbury County , 42.40418 , -96.366582 , 72 , 23
Woodbury County , 42.40418 , -96.366582 , 75 , 12
Woodbury County , 42.405258 , -96.366778 , 71 , 41
Woodbury County , 42.405258 , -96.366778 , 72 , 41
Woodbury County , 42.405258 , -96.366778 , 73 , 9
Woodbury County , 42.405258 , -96.366778 , 74 , 9
Woodbury County , 42.405258 , -96.366778 , 75 , 12
Woodbury County , 42.430214 , -96.372447 , 71 , 4
Woodbury County , 42.430274 , -96.37279 , 71 , 27
Woodbury County , 42.430274 , -96.37279 , 72 , 1
Woodbury County , 42.430274 , -96.37279 , 73 , 4
Woodbury County , 42.438683 , -96.375187 , 71 , 33
Woodbury County , 42.438683 , -96.375187 , 74 , 1
Woodbury County , 42.438683 , -96.375187 , 75 , 8
Woodbury County , 42.439011 , -96.375475 , 71 , 20
Woodbury County , 42.439011 , -96.375475 , 72 , 11
Woodbury County , 42.439011 , -96.375475 , 74 , 2
Woodbury County , 42.441105 , -96.375192 , 71 , 1
Woodbury County , 42.441105 , -96.375192 , 72 , 18
Woodbury County , 42.442003 , -96.375506 , 71 , 6
Woodbury County , 42.442003 , -96.375506 , 72 , 1
Woodbury County , 42.44384 , -96.353338 , 71 , 13
Woodbury County , 42.44384 , -96.353338 , 72 , 8
Woodbury County , 42.44384 , -96.353338 , 73 , 9
Woodbury County , 42.44384 , -96.353338 , 75 , 1
Woodbury County , 42.443909 , -96.340998 , 71 , 9
Woodbury County , 42.443909 , -96.340998 , 72 , 1
Woodbury County , 42.443981 , -96.356048 , 73 , 14
Woodbury County , 42.443981 , -96.356048 , 75 , 8
Woodbury County , 42.444354 , -96.340401 , 71 , 8
Woodbury County , 42.444354 , -96.340401 , 72 , 7
Woodbury County , 42.444354 , -96.340401 , 73 , 5
Woodbury County , 42.444354 , -96.340401 , 75 , 1
Woodbury County , 42.445138 , -96.364992 , 71 , 13
Woodbury County , 42.445138 , -96.364992 , 72 , 12
Woodbury County , 42.445138 , -96.364992 , 74 , 11
Woodbury County , 42.445138 , -96.364992 , 75 , 2
Woodbury County , 42.445162 , -96.366293 , 72 , 12
Woodbury County , 42.445162 , -96.366293 , 75 , 8
Woodbury County , 42.445867 , -96.375213 , 71 , 19
Woodbury County , 42.445867 , -96.375213 , 74 , 3
Woodbury County , 42.4462102 , -96.3752085 , 73 , 6
Woodbury County , 42.446291 , -96.375091 , 71 , 7
Woodbury County , 42.446291 , -96.375091 , 72 , 2
Woodbury County , 42.446325 , -96.376149 , 71 , 9
Woodbury County , 42.446325 , -96.376149 , 74 , 4
Woodbury County , 42.446325 , -96.376149 , 75 , 17
Woodbury County , 42.450085 , -96.3353115 , 71 , 18
Woodbury County , 42.450147 , -96.335662 , 71 , 31
Woodbury County , 42.452727 , -96.3766103 , 71 , 2
Woodbury County , 42.452727 , -96.3766103 , 72 , 3
Woodbury County , 42.456573 , -96.33119 , 71 , 5
Woodbury County , 42.456858 , -96.331334 , 71 , 12
Woodbury County , 42.456858 , -96.331334 , 72 , 1
Woodbury County , 42.456858 , -96.331334 , 73 , 4
Woodbury County , 42.459222 , -96.376218 , 74 , 3
Woodbury County , 42.470563 , -96.323882 , 71 , 5
Woodbury County , 42.470563 , -96.323882 , 72 , 17
Woodbury County , 42.470563 , -96.323882 , 73 , 9
Woodbury County , 42.470563 , -96.323882 , 74 , 3
Woodbury County , 42.470563 , -96.323882 , 75 , 7
Woodbury County , 42.47057577 , -96.38181195 , 71 , 4
Woodbury County , 42.475086 , -96.323648 , 71 , 9
Woodbury County , 42.475086 , -96.323648 , 72 , 18
Woodbury County , 42.475086 , -96.323648 , 73 , 8
Woodbury County , 42.475599 , -96.323984 , 71 , 35
Woodbury County , 42.475599 , -96.323984 , 72 , 24
Woodbury County , 42.475599 , -96.323984 , 73 , 11
Woodbury County , 42.475599 , -96.323984 , 74 , 1
Woodbury County , 42.475599 , -96.323984 , 75 , 10
Woodbury County , 42.481837 , -96.323819 , 71 , 60
Woodbury County , 42.481837 , -96.323819 , 72 , 25
Woodbury County , 42.481837 , -96.323819 , 73 , 7
Woodbury County , 42.481837 , -96.323819 , 74 , 10
Woodbury County , 42.481837 , -96.323819 , 75 , 6
Woodbury County , 42.482155 , -96.323406 , 71 , 17
Woodbury County , 42.482155 , -96.323406 , 72 , 25
Woodbury County , 42.49194258 , -96.44620153 , 71 , 3
Woodbury County , 42.49194258 , -96.44620153 , 72 , 1
Woodbury County , 42.49194258 , -96.44620153 , 73 , 5
Woodbury County , 42.4935565 , -96.4608415 , 71 , 47
Woodbury County , 42.4935565 , -96.4608415 , 72 , 16
Woodbury County , 42.4935565 , -96.4608415 , 73 , 15
Woodbury County , 42.4935565 , -96.4608415 , 74 , 7
Woodbury County , 42.4935565 , -96.4608415 , 75 , 3
Woodbury County , 42.4942516 , -96.4741755 , 71 , 5
Woodbury County , 42.4942516 , -96.4741755 , 72 , 22
Wright County , 42.5909795 , -93.52723834 , 71 , 136
Wright County , 42.5909795 , -93.52723834 , 72 , 121
Wright County , 42.5909795 , -93.52723834 , 73 , 97
Wright County , 42.5909795 , -93.52723834 , 74 , 19
Wright County , 42.5909795 , -93.52723834 , 75 , 12
