County, Latitude, Longitude, roadtmpc, pcpn, srad, snwd, drct,time,avg
Story County,41.873235,-93.571107,30.89999962,0,685.5999756,0,190,04-08-2017T17:45:00Z,68.349778
Story County,41.873235,-93.571107,30.89999962,0,685.5999756,0,190,04-08-2017T17:50:00Z,68.349778
Story County,41.873235,-93.571107,30.89999962,0,746.2000122,0,160,04-08-2017T19:55:00Z,68.349778
Story County,41.873235,-93.571107,30.89999962,0,746.2000122,0,180,04-08-2017T20:00:00Z,68.349778
Story County,41.873235,-93.571107,31.20000076,0,685.5999756,0,190,04-08-2017T18:05:00Z,68.349778
Story County,41.873235,-93.571107,31.20000076,0,685.5999756,0,190,04-08-2017T18:10:00Z,68.349778
Story County,41.873235,-93.571107,31.29999924,0,685.5999756,0,190,04-08-2017T17:55:00Z,68.349778
Story County,41.873235,-93.571107,31.29999924,0,685.5999756,0,190,04-08-2017T18:00:00Z,68.349778
Story County,41.873235,-93.571107,31.70000076,0,691.5,0,190,04-08-2017T18:25:00Z,68.349778
Story County,41.873235,-93.571107,31.70000076,0,691.5,0,190,04-08-2017T18:30:00Z,68.349778
Story County,41.873235,-93.571107,31.70000076,0,746.2000122,0,190,04-08-2017T19:45:00Z,68.349778
Story County,41.873235,-93.571107,31.70000076,0,746.2000122,0,190,04-08-2017T19:50:00Z,68.349778
Story County,41.873235,-93.571107,32.70000076,0,746.2000122,0,190,04-08-2017T19:35:00Z,68.349778
Story County,41.873235,-93.571107,32.70000076,0,746.2000122,0,190,04-08-2017T19:40:00Z,68.349778
Story County,41.873235,-93.571107,33.59999847,0,691.5,0,190,04-08-2017T18:35:00Z,68.349778
Story County,41.873235,-93.571107,33.59999847,0,691.5,0,190,04-08-2017T18:40:00Z,68.349778
Story County,41.873235,-93.571107,34.40000153,0,691.5,0,160,04-08-2017T18:55:00Z,68.349778
Story County,41.873235,-93.571107,34.40000153,0,691.5,0,190,04-08-2017T19:00:00Z,68.349778
Story County,41.873235,-93.571107,34.40000153,0,746.2000122,0,190,04-08-2017T19:25:00Z,68.349778
Story County,41.873235,-93.571107,34.40000153,0,746.2000122,0,190,04-08-2017T19:30:00Z,68.349778
Story County,41.873235,-93.571107,34.79999924,0,691.5,0,190,04-08-2017T18:45:00Z,68.349778
Story County,41.873235,-93.571107,34.79999924,0,691.5,0,190,04-08-2017T18:50:00Z,68.349778
Story County,41.873235,-93.571107,34.79999924,0,691.5,0,190,04-08-2017T19:05:00Z,68.349778
Story County,41.873235,-93.571107,34.79999924,0,691.5,0,190,04-08-2017T19:10:00Z,68.349778
Story County,41.873235,-93.571107,35.20000076,0,691.5,0,190,04-08-2017T19:15:00Z,68.349778
